Gene	Num
CREBRF	5
RBP3	5
FRMD7	5
GEMIN4	5
FBXL18	5
APLP1	5
POLR2B	5
PADI2	5
MMEL1	5
CCSER2	5
BAAT	5
LCTL	5
FAM122B	5
BCAP31	5
MAPK10	5
PRPF19	5
KBTBD4	5
HNRNPU	5
PRR27	5
DDX50	5
SOCS4	5
ITIH5	5
ZNF613	5
ZNF34	5
ADCY3	5
WDR13	5
MAPK6	5
PADI3	5
LZTR1	5
DCAF12L2	5
SECISBP2L	5
SIK3	5
RNF123	5
LAMC3	5
SIGLEC7	5
ZNRF4	5
CHST2	5
MAP6	5
HPSE	5
C1orf112	5
NEFH	5
MCOLN1	5
ULK2	5
FGF18	5
LUC7L2	5
CCP110	5
LGI2	5
SLITRK5	5
EIF3A	5
AGRN	5
KIRREL2	5
GBP5	5
SIRPA	5
KANK4	5
SMG6	5
HTR1A	5
GARRE1	5
SPATA2	5
SLC20A2	5
DDX17	5
ABCC6	5
MRGPRX4	5
WDR46	5
PRKAA2	5
ENAH	5
AP2A2	5
NPAP1	5
KAT14	5
TRMT2B	5
HSDL2	5
SLC35F1	5
FOXM1	5
OR4S2	5
DENND2D	5
FADS2	5
ACTR6	5
LHX9	5
H2AC15	5
MFAP5	5
TNNI3	5
ME3	5
ZNF561	5
CCDC138	5
PLA2G4D	5
C5orf51	5
HS3ST2	5
C12orf71	5
SEL1L2	5
NPHP1	5
ZNF330	5
OR9G4	5
GRIP1	5
PITPNM1	5
KIAA0408	5
NLRX1	5
DDX53	5
TSGA10	5
RARS1	5
AMPH	5
IRAG1	5
CYSLTR1	5
CD248	5
OSBPL9	5
HEPACAM2	5
DDX18	5
ZNF662	5
PHLPP2	5
USP6	5
SPOP	5
BRDT	5
ABHD2	5
PHRF1	5
RGS20	5
UPRT	5
H2BW1	5
SLCO6A1	5
MAP3K21	5
RIN1	5
ELAVL1	5
TRPV6	5
CHAF1A	5
EML4	5
ZNF229	5
GPR143	5
TBC1D5	5
TBCD	5
EPB41L5	5
OR5D16	5
PCOLCE2	5
SAMHD1	5
PKP1	5
TRPM7	5
FAM90A1	5
GUSB	5
NOS1AP	5
WNT7A	5
GIMAP5	5
RUSC2	5
ARHGAP39	5
SNAPC1	5
RIPK1	5
POMT2	5
SERPINA5	5
PIK3C3	5
PAX5	5
MAGEB6B	5
SKIL	5
RAE1	5
COL10A1	5
USP36	5
MAP3K9	5
CENPO	5
ZNF175	5
NUMB	5
CARS1	5
ABCC11	5
PBXIP1	5
FMR1NB	5
BCL6	5
RPS6	5
MSL3	5
ACTRT1	5
ABCE1	5
TBC1D2B	5
GCNA	5
VPS50	5
SLC2A12	5
CYP4X1	5
SPON1	5
DPY19L4	5
ZNF572	5
CSNK1A1L	5
FRMD4B	5
PHACTR4	5
AXIN2	5
SLC11A1	5
MAGEB10	5
IL7R	5
KCNQ4	5
XPO4	5
NAA15	5
FCHSD1	5
KAT8	5
KIAA1586	5
RAG1	5
ABHD13	5
KBTBD6	5
ERN1	5
EFCAB3	5
ZNF185	5
STON2	5
CIITA	5
TNS1	5
LILRB1	5
MCHR2	5
USH1C	5
IKZF3	5
TTBK2	5
METAP2	5
SLC30A1	5
SRRM1	5
ZC3H14	5
ACSBG1	5
AFTPH	5
PDCD4	5
BID	5
DRC7	5
SHE	5
SENP1	5
RAD54L2	5
MCPH1	5
TRIM21	5
NME7	5
RIPOR1	5
CCDC66	5
CCDC158	5
MAG	5
PIK3CG	5
RNF32	5
NR1H2	5
CCDC62	5
GIGYF2	5
DHX32	5
ATP1A2	5
ECEL1	5
TMF1	5
ZBTB20	5
KCNC2	5
CREB5	5
MNDA	5
SUSD5	5
ZNF714	5
USP26	5
CYRIB	5
HIRA	5
LONRF3	5
CAPN12	5
GABRG2	5
PIWIL4	5
SNX14	5
OR8H2	5
GDPD1	5
ZNF470	5
VPS26A	5
KIF23	5
ZNF878	5
PARD3	5
ZNF615	5
CYP2C19	5
ERCC6L	5
CSE1L	5
TMPRSS7	5
IGHMBP2	5
ADGRG7	5
KLC2	5
PRAMEF14	5
CATSPERD	5
EEPD1	5
HNF1A	5
DDIAS	5
BCO2	5
RABGAP1	5
UCP2	5
DCTN4	5
BAHCC1	5
PLS3	5
PRKCE	5
VPS18	5
PPM1B	5
SORL1	5
THEMIS	5
PSMC5	5
TJP3	5
RNF182	5
HS3ST4	5
B4GALT5	5
DARS2	5
ZNF569	5
CDK11A	5
COG5	5
PNMA8A	5
TYRP1	5
NCKIPSD	5
CARD10	5
COL25A1	5
MUC20	5
MAMDC2	5
CES5A	5
PLEKHA8	5
TSSK1B	5
TRIM38	5
NAMPT	5
POLR2A	5
DHX30	5
OR4B1	5
LIN54	5
ACER3	5
KCNAB1	5
SGSM2	5
ASPH	5
ZBTB4	5
C6orf118	5
SELENOP	5
SLC12A7	5
TBATA	5
GLCCI1	5
TMEM59L	5
MRE11	5
ZNF649	5
ZNF555	5
CHST9	5
NR4A2	5
RBSN	5
GABRG1	5
MCC	5
KRT28	5
ZNF791	5
MAPT	5
BCKDK	5
POLG	5
PIGQ	5
FUT11	5
NLRP4	5
LILRA5	5
PCDHGC4	5
ZNF549	5
HOXB2	5
ATP9B	5
PHEX	5
UBR3	5
OR6S1	5
BMPER	5
EXOC3	5
GABRR3	5
RBBP8	5
OR51F2	5
OR2T10	5
ST3GAL3	5
CDKAL1	5
TGM7	5
KIAA1841	5
EXT1	5
NXF3	5
PIK3CD	5
USP42	5
ZNF461	5
PCDHGB1	5
GUF1	5
SGK2	5
BDH1	5
CFAP20DC	5
PPP1R15A	5
OR5M1	5
CALCOCO1	5
TMCO3	5
RNF31	5
ZNF285	5
AL121899.2	5
NDST3	5
NAA25	5
RNF207	5
LRIG3	5
TNKS	5
CSF1	5
SPATA31A3	5
CYP2S1	5
CD1D	5
SHCBP1L	5
NETO1	5
FER	5
CCDC102B	5
CELA3B	5
TRAF5	5
WDR19	5
HAVCR1	5
ACAN	5
POTEA	5
POU4F2	5
PCYOX1	5
PRPF40A	5
TARBP2	5
OR4K5	5
ADSL	5
DNAI1	5
RHOBTB2	5
ITM2A	5
SCRN2	5
PRKAR1A	5
CWC22	5
NLRP14	5
PXDN	5
GZF1	5
NFRKB	5
KIF5A	5
NEXN	5
PCYT1B	5
SLC5A3	5
PUS10	5
MRPL2	5
AK7	5
BCO1	5
ZNF358	5
ZNF625	5
USP40	5
SPRED1	5
SS18	5
NFATC4	5
MTMR9	5
FPGT-TNNI3K	5
OR5J2	5
NLN	5
PBDC1	5
CAVIN1	5
ZNF827	5
TLE3	5
AMDHD1	5
IL12RB2	5
ALAS2	5
FUS	5
ANXA1	5
ZNF286A	5
BMP2K	5
PIGN	5
SUSD2	5
TRIM58	5
ACLY	5
PCDHGB3	5
CCDC172	5
PCDH12	5
SCFD2	5
COL15A1	5
BDKRB1	5
BRD8	5
GALNTL6	5
CD84	5
C14orf39	5
ZNF85	5
ANGPTL5	5
ZCCHC8	5
IL11RA	5
CD22	5
MMAA	5
DISP2	5
SSTR4	5
RAPH1	5
FAM189A2	5
CLK4	5
DHCR24	5
GABRA6	5
SLC22A7	5
ZMAT1	5
KCNH5	5
ANAPC5	5
HERC4	5
KIAA0586	5
ANKH	5
ANO10	5
HSPBAP1	5
SLC2A9	5
GIGYF1	5
SHROOM3	5
WDHD1	5
ZSCAN25	5
NKRF	5
CFAP97	5
MX1	5
KIAA1328	5
AP1G1	5
FZD3	5
ADAR	5
CSF2RB	5
PRRC2A	5
SLC3A1	5
AFAP1L1	5
APLP2	5
MOCOS	5
RTL5	5
RAD17	5
ZNF250	5
CPXM2	5
PITX2	5
RSPH4A	5
REXO5	5
ADCY1	5
SLC7A9	5
MUC7	5
RASGEF1C	5
DEUP1	5
CCDC60	5
CEP135	5
CDC27	5
ZFYVE9	5
SF3B2	5
LCMT2	5
SPTLC2	5
VN1R5	5
ETAA1	5
AP4M1	5
IL12RB1	5
BCAT1	5
DDI1	5
LUZP4	5
NUP133	5
GRAMD4	5
TOPORS	5
CHML	5
H4C13	5
TYW3	5
SPACA1	5
ST6GALNAC1	5
CCDC82	5
EMC1	5
FRG2C	5
TBXAS1	5
CSF3R	5
OTUD7A	5
TOR1AIP1	5
PPP2R5D	5
MAN1B1	5
ABRA	5
GORAB	5
EPHA2	5
TRMT1	5
PRPF39	5
EIF5B	5
DCAF17	5
MAGEB16	5
FGG	5
ZNF799	5
KRT34	5
OR4N2	5
ZDHHC1	5
ACBD3	5
SHMT2	5
TKFC	5
TFDP1	5
SOCS6	5
XKR6	5
CEACAM20	5
NARF	5
LRRN2	5
ACCSL	5
TDRKH	5
DIS3	5
ZNF548	5
LRRC8A	5
C1RL	5
CYP4F2	5
PPP1R13B	5
CDC25C	5
EDEM3	5
PM20D1	5
CTC1	5
EHD2	5
CTAGE1	5
TGFBRAP1	5
COL9A1	5
BCAR1	5
PKD1L2	5
AC006059.2	5
CDYL	5
RNASEL	5
CCT8L2	5
HOMER2	5
LARS1	5
RECQL	5
EME1	5
ILVBL	5
ASB11	5
PSME4	5
CNOT2	5
ECM1	5
NOL8	5
SP1	5
CNTN5	5
DNTTIP2	5
TIGD2	5
TIA1	5
PHF20	5
CALR3	5
PTCD1	5
SPPL3	5
PLCL1	5
FAM13A	5
ANKLE2	5
COPS3	5
NT5DC3	5
RAPGEF5	5
NLRP8	5
WEE1	5
ASH2L	5
RHOBTB3	5
STAT5B	5
ACTN3	5
AP3M1	5
PPFIA4	5
ZNF786	5
CARF	5
FBLN2	5
ANGPTL1	5
THAP5	5
PRDM16	5
SLC36A1	5
ACTG2	5
SRGAP3	5
JAG1	5
PREP	5
BTBD3	5
SOGA3	5
ANGPT4	5
IL1R2	5
TBCE	5
PPP2R5B	5
LDB3	5
TC2N	5
ANAPC4	5
FAM193B	5
HAO1	5
DDX11	5
RRP1	5
EOMES	5
LYSMD1	5
CTNND1	5
MRGPRX1	5
PDIA5	5
SCUBE1	5
BABAM2	5
CLK3	5
KIF18A	5
OSBPL10	5
ANKRD34B	5
FAM160B1	5
ITCH	5
ZNF776	5
PRAMEF15	5
NTRK1	5
SERPINB3	5
PFKM	5
CDHR1	5
ZNF772	5
PDP1	5
ZNF624	5
FNBP4	5
HEATR4	5
DGCR8	5
SLC25A13	5
TLL2	5
GPR155	5
TBC1D21	5
RBM14	5
HGSNAT	5
TBC1D17	5
PEF1	5
ADGRE1	5
GALNT8	5
DBX2	5
FARSB	5
SYDE2	5
DDX23	5
VEPH1	5
LRRIQ4	5
HACE1	5
THBS4	5
AVPR2	5
FDPS	5
CPSF6	5
KCNK13	5
SLC25A32	5
TMPO	5
KCNMA1	5
STAP1	5
CDK17	5
BRD7	5
PPP3CA	5
ARHGAP6	5
EFR3A	5
PAMR1	5
ETV6	5
ZKSCAN1	5
SYT9	5
ISLR	5
PLVAP	5
CEP63	5
LCP1	5
DHX36	5
F13B	5
ZNF451	5
FES	5
OR2T27	5
NMBR	5
ZNF197	5
TMEM68	5
AKAP17A	5
ADARB2	5
ELOA	5
PMEL	5
SLC45A3	5
MACROD2	5
PI4KB	5
MPP1	5
ERC2	5
BCCIP	5
NNT	5
FZD6	5
PPP6R3	5
GARS1	5
TTC4	5
CLK2	5
GFM1	5
SHC4	5
NKAPL	5
ENPP1	5
F13A1	5
TBC1D23	5
HNRNPDL	5
KIR3DL3	5
RIPOR3	5
TCF7L2	5
MBTPS2	5
C4orf17	5
HPS4	5
SLTM	5
MAD1L1	5
FNIP1	5
FMO5	5
ZNF7	5
ACTL9	5
POU2F2	5
LRRTM3	5
PRR12	5
MAGEB1	5
PGK1	5
COL6A2	5
LPGAT1	5
CATSPER3	5
PPFIA3	5
PYGB	5
NHLRC2	5
ACADSB	5
IMMT	5
IVNS1ABP	5
MYEF2	5
NT5C1B	5
TPTE2	5
PLCB3	5
IKBKE	5
FBXW8	5
PPP2CA	5
USP20	5
TBC1D1	5
PRAG1	5
MYH3	5
MED14	5
ATXN3	5
SLC41A3	5
FCHO1	5
ABLIM3	5
TMTC1	5
TLR5	5
MAIP1	5
CHUK	5
OGA	5
ERCC4	5
SCARB2	5
CYP2D6	5
OR10R2	5
ZNF274	5
HNF4A	5
OR8D4	5
ZRANB1	5
F2	5
PCDH17	5
E2F3	5
NEK11	5
COG2	5
L3MBTL4	5
LHX4	5
FAM81B	5
ARL6IP6	5
SYP	5
MECP2	5
OR14A16	5
TLE6	5
PDE1A	5
GUCY2F	5
KSR2	5
TNNT1	5
FUBP3	5
PKLR	5
DSC2	5
WNK2	5
LPIN2	5
OR10K1	5
VILL	5
SCNN1B	5
ABCB8	5
IDE	5
PCMTD2	5
UGT1A6	5
IL16	5
KRT1	5
KPNA3	5
SLCO3A1	5
OR2L13	5
TTI1	5
TMEM185A	5
VPS33B	5
CIP2A	5
TRIM60	5
CHSY1	5
UST	5
TRIM37	5
DCAF12L1	5
URGCP	5
ADAMTSL2	5
SLC18A3	5
MORN1	5
GJA10	5
ABCF3	5
IFIT1	5
EGF	5
RNF128	5
RNF17	5
RXFP2	5
CAPN1	5
TAS2R10	5
DACH1	5
ZNF335	5
ZNF677	5
TRIM25	5
ZSWIM2	5
ZFP30	5
DHTKD1	5
NEK9	5
DRP2	5
TRPV3	5
ARID3B	5
PRPF3	5
SPAST	5
SRSF11	5
VRTN	5
RGS4	5
CHRDL1	5
MTF1	5
PPP1R15B	5
ZNF611	5
SLC38A11	5
SIGLEC10	5
GRXCR1	5
CLIP2	5
CNGA3	5
FAM114A2	5
IRS1	5
CP	5
SPANXN2	5
RUFY2	5
MYBPC3	5
BRSK2	5
POLN	5
KDM6B	5
GYG1	5
OR9G1	5
SELL	5
FGA	5
APTX	5
CFAP94	5
IGSF3	5
PON1	5
NUP62	5
AC013489.1	5
CMTR2	5
FPGS	5
GPM6B	5
SEC31B	5
NEK1	5
NECTIN3	5
GRM5	5
SH3BP4	5
FXR1	5
TM7SF3	5
EPHB4	5
SLC4A1	5
KLHL12	5
HRG	5
BORA	5
ATG4A	5
SBNO2	5
HDAC8	5
CRTAM	5
THNSL1	5
SLC7A14	5
CDKL1	5
PDZD7	5
TOB1	5
CNTROB	5
PIK3R3	5
CDCP1	5
OVGP1	5
ZFYVE16	5
IFI16	5
ZNF75D	5
PPM1F	5
SLC5A12	5
PACSIN2	5
CNKSR1	5
CACNG3	5
PRDM4	5
TYK2	5
BTN3A1	5
USP48	5
REST	5
FANCB	5
ZNF12	5
LARGE2	5
RUFY3	5
SHOC2	5
QARS1	5
ALOX15B	4
ZNF616	4
MORN3	4
CXorf65	4
C6orf89	4
TEX47	4
ATPSCKMT	4
CARD9	4
DRAM1	4
SCEL	4
CHSY3	4
ADGRF2	4
VDAC2	4
EPHB6	4
TCTN2	4
C5AR1	4
SMAD9	4
CEP89	4
GALNT12	4
PBK	4
MARCHF5	4
TRIML1	4
TELO2	4
TAS2R31	4
PHLDB3	4
LATS2	4
CDK16	4
LNPEP	4
FRG1	4
SLC38A1	4
DGUOK	4
CTNNA1	4
BSND	4
RBM5	4
IRAK2	4
RINT1	4
KANK3	4
AKR1C4	4
PHTF1	4
GPR84	4
KSR1	4
ANKRD44	4
TRIM49	4
MRPL18	4
AGAP2	4
FASTKD3	4
PRAMEF1	4
UBA2	4
BNIPL	4
SOAT1	4
NOC3L	4
DSC1	4
EML3	4
TFCP2	4
GABRB1	4
PCGF6	4
PFKFB2	4
SLCO4C1	4
PGGT1B	4
GDAP1	4
ZNF506	4
ZDHHC3	4
CYP2C9	4
FGL2	4
MTMR14	4
DTX4	4
SSBP2	4
GPKOW	4
CLCN4	4
IRAK3	4
AGAP3	4
TRAPPC11	4
KLRC1	4
KRT79	4
CNOT10	4
TULP3	4
GPRC6A	4
UGT2A2	4
CEP41	4
CA14	4
ALDH5A1	4
VSTM4	4
VRK2	4
LIMCH1	4
H3C3	4
CDH18	4
ARHGAP30	4
TMEM120A	4
BEND3	4
PTGES3L-AARSD1	4
NPR3	4
AC020907.6	4
MYO1C	4
RRM1	4
TOP2A	4
TUT1	4
CR1L	4
MAP3K20	4
SLC17A7	4
ACP5	4
MTRR	4
TXLNB	4
DISC1	4
MMP24	4
BTN1A1	4
NDUFAF1	4
CD68	4
CADM3	4
FHL5	4
AGBL5	4
CCDC88B	4
VAV2	4
TMEM245	4
RPAP1	4
TCOF1	4
AC005833.1	4
FANCM	4
CCDC112	4
TUFM	4
CMTR1	4
LIPH	4
B4GALNT2	4
TCHP	4
ZNF44	4
OR8K5	4
MORC4	4
UBQLN3	4
RFX7	4
MCF2	4
MARCHF10	4
KRT25	4
STK38L	4
IL1RAPL2	4
MRS2	4
BCL2L11	4
COX10	4
ASNSD1	4
TPM3	4
PGLYRP3	4
TMEM63A	4
SUN1	4
AGK	4
VPS35	4
GLRA2	4
DENND2A	4
CLN3	4
FXR2	4
RBM28	4
NCR1	4
ATP6V1C2	4
RPS6KC1	4
HIPK3	4
C1GALT1	4
USP39	4
FBXW10	4
CFHR5	4
UBASH3A	4
R3HDM2	4
SLC4A1AP	4
RASGRP4	4
TDG	4
UMPS	4
ATF4	4
OR10K2	4
KRT3	4
FUT8	4
DEGS1	4
UGT3A2	4
TBX20	4
PAXIP1	4
CAP2	4
SDF4	4
TRAK1	4
HJURP	4
USHBP1	4
MAB21L1	4
TFIP11	4
INPP4A	4
ZNF33B	4
CNGA1	4
KIF3A	4
PI15	4
KNDC1	4
HGD	4
ZNF526	4
OR4D2	4
DCP1B	4
GLE1	4
MPEG1	4
LPCAT4	4
ZNF22	4
TAF5L	4
OR8K1	4
ABCD2	4
OR51A7	4
XPNPEP1	4
ZFP2	4
CLDN17	4
METTL17	4
TADA3	4
ZNF354B	4
DNAJC10	4
BTN2A2	4
TMEM209	4
CD1A	4
H1-2	4
UNC45B	4
ACAD9	4
ZNF821	4
CTPS2	4
UTP18	4
SNRNP48	4
SLC22A14	4
FGF7	4
HK1	4
ADORA1	4
KIF1C	4
H2AC16	4
SV2A	4
P4HB	4
MTA2	4
IGDCC4	4
STT3B	4
ZGPAT	4
UNC5B	4
GNL2	4
HSPA2	4
SLC26A7	4
PMCH	4
ZSCAN2	4
ABCG1	4
MPP3	4
RTEL1	4
MASP2	4
KLKB1	4
ADSS2	4
TBX19	4
RSPH1	4
ACOXL	4
TBC1D13	4
PLA2G7	4
CHL1	4
SNX10	4
SART3	4
GLB1L2	4
POPDC3	4
ITPRIPL1	4
DNPEP	4
ZNF547	4
IL1R1	4
TCN1	4
SCNN1G	4
GLB1	4
LRRC4C	4
ASMTL	4
ASZ1	4
UGP2	4
ZNF778	4
TMEM200A	4
MYO1F	4
DHX40	4
CREB3L3	4
TGM5	4
DNAJC7	4
SLC22A10	4
CDC25B	4
CFAP45	4
ARPC2	4
ETV3L	4
SNTG2	4
SGO2	4
PPP2R5C	4
ALDH9A1	4
TRIM41	4
SMARCE1	4
USP21	4
DHX34	4
CD300A	4
APPL1	4
IFFO1	4
RBM24	4
L1TD1	4
ZNF583	4
F11R	4
CACNA1I	4
STAP2	4
RNF214	4
ACTR1A	4
OR13C9	4
NIM1K	4
RTL3	4
NHLRC1	4
SOGA1	4
RNF220	4
MROH9	4
NRBP1	4
LARP6	4
ALKBH5	4
TMED8	4
PDCL3	4
PNMA3	4
ABCG5	4
TBC1D2	4
COIL	4
ASCC2	4
PPIL2	4
KCNJ2	4
UGT2B15	4
ZNF614	4
GIMAP2	4
EPHX1	4
OR4K14	4
CTDSPL	4
FGFR4	4
OR10AG1	4
C3orf20	4
STXBP5L	4
SCARB1	4
CD36	4
FAHD2A	4
MEF2A	4
SHD	4
NCSTN	4
SLC29A4	4
SLC17A8	4
OR5C1	4
JHY	4
ZNF781	4
RAP1GDS1	4
TTC16	4
ICAM1	4
NOP2	4
CLEC14A	4
DDX10	4
LHX5	4
RSAD1	4
FBL	4
CACTIN	4
XBP1	4
NMI	4
KCTD8	4
SDE2	4
EVI5	4
DAZAP1	4
KCNH4	4
TPH2	4
SLCO1A2	4
RBPJL	4
GUCY2D	4
KLHL24	4
PRELP	4
TCERG1	4
SKOR1	4
IGHV3-53	4
CPSF4	4
CIC	4
LMNTD1	4
ZBTB3	4
TMTC3	4
MAD2L1	4
RASA2	4
OLFML2A	4
CSNK1E	4
ZNF70	4
RRNAD1	4
SYT10	4
ARHGEF17	4
RPN1	4
B4GALNT4	4
RNFT1	4
SNX3	4
BRF1	4
SYNPO	4
ZHX3	4
SLC40A1	4
GBP1	4
STRBP	4
RNF145	4
CD46	4
TDRD10	4
GRB10	4
MTERF2	4
SCUBE2	4
BAIAP2L1	4
ALOX12	4
CAPN13	4
CYP2C8	4
IL37	4
PCCA	4
SULT1C3	4
MACC1	4
MMP27	4
LSG1	4
OR2T3	4
ZNF629	4
CHST7	4
PNKP	4
IRX4	4
CUL4A	4
FCHO2	4
PNISR	4
FAM217B	4
KCNN3	4
AL031777.2	4
GLUD2	4
FGF13	4
LAMP3	4
TEAD1	4
GPR107	4
PTPN7	4
ESPN	4
SZRD1	4
AADACL4	4
TNMD	4
SELENOI	4
OTOP2	4
MPHOSPH8	4
SLC37A2	4
CPT1B	4
GNAI2	4
STRADA	4
SPATA5	4
MPPED2	4
MAP3K14	4
MEGF6	4
ASNS	4
GBA3	4
CD2AP	4
DTWD1	4
LMBR1L	4
CORO1C	4
IRGC	4
ENPP3	4
CXCR1	4
RANBP9	4
GMPS	4
FNBP1L	4
NSD2	4
ZNF600	4
AL136295.1	4
GRAMD1B	4
NR1I2	4
BLK	4
UTP4	4
RTN2	4
MAP7D1	4
HRAS	4
BCAT2	4
TPST1	4
PRKCG	4
DYRK3	4
FBXO30	4
HMGCS2	4
ELFN2	4
ADAMTS18	4
ZNF16	4
LGR4	4
URI1	4
ZFP36	4
FAM20A	4
PRODH2	4
KRT4	4
OGFRL1	4
FAM124A	4
DHRS2	4
DMRT2	4
FASTKD5	4
SLC16A14	4
NUAK2	4
CAND2	4
ANXA13	4
COMP	4
POLR3GL	4
TRAF3IP1	4
SNUPN	4
OR7A17	4
ZNF440	4
PM20D2	4
CANX	4
TARS3	4
FXYD5	4
DCAF5	4
TLR2	4
LSM11	4
GPATCH4	4
HHATL	4
HRH2	4
METTL25	4
SOX14	4
CMKLR1	4
LIMK1	4
NKAP	4
MDP1	4
H2BC8	4
ACRBP	4
CEP164	4
CDS1	4
ELK1	4
ZFPL1	4
ADGRF3	4
OPRD1	4
EMC2	4
H2BC12	4
OR51A4	4
ACSM2B	4
MRPL46	4
SGCD	4
TMEM270	4
CD180	4
LRRC74A	4
SKIV2L	4
PRG4	4
NFATC1	4
POLR3B	4
MAST3	4
UBE2O	4
SLC4A10	4
ABAT	4
ALOX15	4
ZNF471	4
PNPO	4
ENG	4
MGAT4A	4
ZNF214	4
ITGB3	4
PXK	4
PPHLN1	4
PRKAR2B	4
NUFIP1	4
FGF8	4
HDAC9	4
SLC35F3	4
HNRNPH3	4
DYRK2	4
G2E3	4
C1GALT1C1	4
GPR83	4
TDRD9	4
NMNAT2	4
PARP10	4
TBP	4
KBTBD12	4
FGD4	4
CCDC78	4
C11orf24	4
UGT2B4	4
AC004593.2	4
CCDC17	4
IGKV1D-16	4
PRMT8	4
POLD1	4
DEPDC7	4
PCDHB4	4
SPATA6	4
GPR37	4
TNIP1	4
NUP54	4
SLC38A10	4
OR2T12	4
TMCC1	4
IL17RD	4
BMS1	4
FAM111B	4
USP8	4
OR2B2	4
MAMDC4	4
TUBGCP3	4
DAND5	4
ZC3H7B	4
ATRAID	4
CCDC93	4
SLC44A2	4
ZWINT	4
CEL	4
AL645922.1	4
SMOC2	4
DTX3	4
LCA5	4
SPART	4
PRDM5	4
MTMR3	4
TAF4	4
PDK4	4
RNF168	4
SLC3A2	4
CCT6B	4
CFAP46	4
ACBD5	4
DZIP1L	4
SEPTIN14	4
MAGEA11	4
GTF3C2	4
PRICKLE3	4
HAP1	4
KCNJ16	4
DDX6	4
SLC15A2	4
EPOR	4
MSANTD3	4
SLC25A18	4
TFDP2	4
NEO1	4
GLMP	4
NR6A1	4
EIF3L	4
SMARCD1	4
PTCD3	4
SLC2A11	4
ZNF417	4
NCOA7	4
NCF2	4
MMS19	4
PABPC5	4
C3orf70	4
KCNJ8	4
VNN1	4
STAC2	4
BBS2	4
THRA	4
ZKSCAN4	4
IGHA2	4
THEM5	4
TBL3	4
ZNF320	4
MEIS1	4
RNF103	4
CCAR2	4
TERT	4
MAGEL2	4
KITLG	4
NAALADL1	4
NCAPG2	4
TYW1	4
RAB6A	4
HOMEZ	4
TFDP3	4
MBD1	4
NONO	4
ZC2HC1A	4
TRMT10C	4
FANCD2OS	4
RSPH6A	4
EMILIN3	4
SCG3	4
EFCAB7	4
LIG4	4
CXorf21	4
SPOCK1	4
HACL1	4
CLPX	4
AGTR1	4
SIX6	4
IPO9	4
RETSAT	4
CRYBA1	4
SERPINE1	4
PROCR	4
GUCA1C	4
AL035461.3	4
GALNT7	4
NEMF	4
ASB12	4
DNAJC2	4
MSI1	4
H2BC21	4
ARHGEF39	4
ATP6V1B1	4
SNAP25	4
KRT14	4
FEZF2	4
GK2	4
CD163	4
MAP2K1	4
NDST1	4
TREM1	4
TBX5	4
FAF1	4
MYF5	4
NR1D1	4
AKNAD1	4
ATL3	4
PGGHG	4
EFHC1	4
NRROS	4
STRIP1	4
GRB14	4
AK5	4
RCBTB1	4
HAT1	4
UXS1	4
SAMD3	4
CBL	4
SH3GL2	4
RHO	4
MDM2	4
KRBA1	4
PAPOLG	4
RNF169	4
SYNPO2L	4
ARMCX5-GPRASP2	4
IDI1	4
CAVIN2	4
IGSF22	4
NMUR2	4
CASP7	4
TAAR2	4
SASS6	4
CRTC3	4
ZNF479	4
NOP14	4
KATNB1	4
ZNF671	4
FBXO38	4
P2RY1	4
KRT222	4
MAS1L	4
SLC8A3	4
PITPNM2	4
KLK5	4
PGBD4	4
LIPE	4
TLE1	4
SERPINA10	4
YWHAZ	4
OR6N1	4
HTR2C	4
PDIA4	4
PSMB11	4
DOK1	4
TOP1	4
FBXO28	4
CYB5R4	4
SPATA31E1	4
CCN6	4
KRTAP10-5	4
PCK2	4
SLC6A15	4
JUP	4
KRTAP10-11	4
TJP2	4
TRMT2A	4
TRAF3	4
ELL3	4
PPP6R1	4
GRM2	4
POPDC2	4
SUN5	4
AP4B1	4
HIF1A	4
FOXA2	4
GABRA1	4
CUL5	4
PLIN2	4
PHKB	4
GPR137B	4
GOLGA1	4
LGR6	4
ARHGEF2	4
GART	4
OR51V1	4
MAGEA4	4
DDX41	4
FAM53C	4
ZNF585A	4
PRDM9	4
ZNF792	4
DHRS13	4
PPARA	4
RMI1	4
PTH2R	4
PCDHGA8	4
CAMKMT	4
OR5H6	4
GAB4	4
SLC35G3	4
TMEM120B	4
OR5D14	4
MPG	4
KDM4D	4
MGAT4B	4
TTLL2	4
RAPGEF4	4
PRKN	4
NLRP10	4
SIX4	4
TTC30B	4
HUNK	4
RNF215	4
MAOB	4
WSB1	4
PNPLA8	4
WDR75	4
DYNC2LI1	4
INSIG2	4
EMILIN2	4
PLOD3	4
UHRF1	4
FBXL19	4
TOP3B	4
CHAT	4
OPHN1	4
DNAJC28	4
ASAH2	4
CYP24A1	4
ZBTB39	4
NCAPD2	4
USP4	4
COQ6	4
TSPYL1	4
ZNF263	4
OR3A1	4
RBM8A	4
IL9R	4
ZSCAN29	4
CCDC110	4
ASB7	4
FAM151A	4
AXDND1	4
CLCA2	4
F10	4
MINDY3	4
FAM111A	4
LRRC36	4
MEA1	4
CD2	4
GAREM1	4
ATP8B1	4
PIP5K1B	4
MPP4	4
DNAAF4	4
UNC13D	4
DNAI3	4
TMEM242	4
FLI1	4
MFN1	4
SND1	4
PAQR9	4
HMGN5	4
SLC25A25	4
GSDMA	4
ZNF678	4
ANGEL2	4
PRB4	4
PUM3	4
