gene	lowMean	highMean	logFC	pValue	fdr
SNORA53	17.236209417596	1.22523416206262	-3.81431312917097	0.000178593006866935	0.000267357890423544
AL138721.1	1.62270960346964	0.629272744014733	-1.36664748021408	2.4054614626166e-23	2.59011244013106e-22
SNORA22C	2.96397357496902	0.352581952117864	-3.07150205216161	0.0205476760260034	0.0250156434580728
RNU6-1280P	1.48962475216853	0.632888489871087	-1.23492571529022	0.000378613389863624	0.000550034864339686
VN1R53P	20.4474872366791	7.64013038674033	-1.42025439859956	1.16521658845012e-15	5.24454815633288e-15
JMJD7-PLA2G4B	1.39879953531599	0.689713720073665	-1.02011965101393	5.47405430018334e-41	1.01740059216125e-38
RNU6-26P	1.83067899628253	0.804325046040516	-1.1865282911152	3.60260160837716e-22	3.32618169015341e-21
C6	2.23784826517968	1.03718692449355	-1.10943629550078	3.78668613780228e-16	1.80157335198334e-15
AC025917.1	5.01311167905824	2.45126998158379	-1.03217698333518	1.99046934215764e-29	4.90418375814892e-28
CRISP3	45.8138809169765	171.641403038674	1.90554091461788	0.0084501064848755	0.0107147475554235
NPTN-IT1	2.35226527261462	1.09930073664825	-1.09746464715977	1.47036938399416e-37	1.35901870794141e-35
AC100823.1	2.74294668525403	1.22062780847145	-1.1681032172183	4.90750482962769e-18	2.81683199334689e-17
SNORA80E	2.43173345724907	0.839318600368324	-1.53469464514421	3.32829876892466e-12	1.05998473924088e-11
HOXA7	1.7638000929368	0.875818876611418	-1.00998260698497	6.20085811823446e-27	1.06775904293747e-25
GPD1	26.6141096654275	10.6445565377532	-1.32207545689314	1.44723144327174e-16	7.15415161853237e-16
RNY1P16	4.78774919454771	1.90476114180479	-1.32973748468556	4.35071488130834e-25	5.86232259696543e-24
SCARNA6	18.9534783457249	1.54403195211786	-3.6176881232606	1.94734096933732e-15	8.54660760644221e-15
LEP	8.18208345724907	3.29251335174954	-1.31327896190163	2.84606121772907e-15	1.22704994356907e-14
